Action;Catégorie;Confiance;Type;URL;ID;Titre;Encore en ligne ?;Source;Commentaire
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-harnais-bdsm/;42258;Les meilleurs harnais BDSM;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-jeu-erotique/;42274;Les meilleurs jeux érotiques;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-jouet-bdsm/;42282;Les meilleurs jouets BDSM;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-lingerie-bdsm/;42298;Les meilleures lingeries BDSM;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Probable;Comparatif;https://meilleurtest.fr/comparatif-lubrifiant-a-base-deau/;40086;Les meilleurs lubrifiants à base d'eau;Oui (dans la liste des guides);Liste des guides;Vérifier qu'il s'agit bien de lubrifiants intimes (et non d'hygiène)
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-lubrifiant-anal/;41254;Les meilleurs lubrifiants anaux;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-lubrifiant-effet-porn-sperm/;42319;Les meilleurs lubrifiants effet porn sperm;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-lubrifiant-sexuel/;37124;Les meilleurs lubrifiants sexuels;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-masturbateur-anal/;39842;Les meilleurs masturbateurs anaux;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-masturbateur-automatique/;42347;Les meilleurs masturbateurs automatiques;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-masturbateur-realiste/;42349;Les meilleurs masturbateurs réalistes;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-masturbateur/;37228;Les meilleurs masturbateurs;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-menottes-bdsm/;42356;Les meilleures menottes BDSM;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-mini-vibromasseur/;41875;Les meilleurs mini vibromasseurs;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-oeuf-vibrant/;39522;Les meilleurs œufs vibrants;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-plug-anal-pour-homme/;41127;Les meilleurs plugs anaux pour hommes;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-plug-anal/;39276;Les meilleurs plugs anaux;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-poupee-sexuelle/;39454;Les meilleures poupées sexuelles;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-preservatif-durex/;40444;Les meilleurs préservatifs Durex;Oui (dans la liste des guides);Liste des guides;Préservatifs : validé à supprimer par l'éditeur
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-preservatif-feminin/;39015;Les meilleurs préservatifs féminins;Oui (dans la liste des guides);Liste des guides;Préservatifs : validé à supprimer par l'éditeur
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-preservatif-sans-latex/;38983;Les meilleurs préservatifs sans latex;Oui (dans la liste des guides);Liste des guides;Préservatifs : validé à supprimer par l'éditeur
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-preservatif/;;;À confirmer;Archive web (Wayback);Préservatifs : validé à supprimer par l'éditeur
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-sex-shop-ligne/;38916;Les meilleurs sex shops en ligne;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-sex-toy/;36745;Les meilleurs sextoys;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-sextoy-pour-homme/;38910;Les meilleurs sextoys pour homme;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-site-libertin/;39233;Les meilleurs sites libertins;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-site-pour-acheter-des-sextoys-en-ligne/;41477;Les meilleurs sites pour acheter des sextoys en ligne;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-stimulateur-clitoridien/;38714;Les meilleurs stimulateurs clitoridiens;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-vaginette/;38618;Les meilleures vaginettes;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-vibromasseur-anal/;39130;Les meilleurs vibromasseurs anaux;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-vibromasseur-double/;41492;Les meilleurs vibromasseurs doubles;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-vibromasseur-rabbit/;39034;Les meilleurs vibromasseurs rabbit;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-vibromasseur-realiste/;41489;Les meilleurs vibromasseurs réalistes;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Comparatif;https://meilleurtest.fr/comparatif-vibromasseur/;36475;Les meilleurs vibromasseurs;Oui (dans la liste des guides);Liste des guides;
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-adameteve-fr/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-biolove-anal-relax/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-booty-sparks-plug-light-up-small/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-cockring-enduro-plus/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-corde-de-bondage-rouge-easytoys-fetish-collection/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-doc-johnson-godemichet-classique/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-doc-johnson-vac-u-lock-dual-density-ultraskyn-set-vanilla/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-durex-hot-gel-lubrifiant/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-durex-play-crazy-cherry/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-durex-real-feel/;;;À confirmer;Archive web (Wayback);Préservatifs : validé à supprimer par l'éditeur
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-fetish-fantasy-series-spandex-3-hole-hood/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-fleshlight-ice-turbo-thrust/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-fleshlight-quickshot-vantage/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-fleshlight-stu/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-gode-ceinture-creux-7-fetish-fantasy-series/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-intimy-classic-gel-intime-lubrifiant/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-lovehoney-perfect-partner-20-cm/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-lovense-edge-2/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-manix-sans-latex/;;;À confirmer;Archive web (Wayback);Préservatifs : validé à supprimer par l'éditeur
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-masturbateur-satisfyer-men-vibration/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-mini-corde-de-bondage-japonaise-ouch/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-ouch-cagoule-extreme/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-ouch-japanese-rope/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-perle-anale-graduee-en-silicone-greygasms/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-pipedream-delight-fetish-fantasy-series/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-pipedream-fetish-fantasy-series/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-pjur-back-door/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-pompe-a-penis-bathmate-hydro7/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-preservatif-extra-fin-sans-latex-ceylor/;;;À confirmer;Archive web (Wayback);Préservatifs : validé à supprimer par l'éditeur
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-preservatif-sensation-naturel-skyn/;;;À confirmer;Archive web (Wayback);Préservatifs : validé à supprimer par l'éditeur
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-preservatif-stimulateur-et-retardateur-durex-surprise-me-deluxe/;;;À confirmer;Archive web (Wayback);Préservatifs : validé à supprimer par l'éditeur
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-preservatifs-hex-original-boite-de-12/;;;À confirmer;Archive web (Wayback);Préservatifs : validé à supprimer par l'éditeur
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-preservatifs-skins-parfumes/;;;À confirmer;Archive web (Wayback);Préservatifs : validé à supprimer par l'éditeur
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-satisfyer-pro-2/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-seven-creations-everlasting-duet/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-seven-creations-plug-anal-vibrant-gonflant/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-sextoy-pour-homme-fleshlight-pink-lady-stamina-training-unit/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-sextoy-pour-homme-fleshlight-quickshot-riley-reid/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-skyn-original/;;;À confirmer;Archive web (Wayback);Préservatifs : validé à supprimer par l'éditeur
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-strict-cagoule-de-bondage-avec-queue-de-cheval/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-strict-leather-cagoule-en-cuir/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-teasers-masturbateur-automatique/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-we-vibe-nova-2/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-womanizer-pro40/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Probable;Fiche;https://meilleurtest.fr/fiche-yesforlov-massage-integral-et-lubrifiant/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-you2toys-plug-anal-doigt-transparent/;;;À confirmer;Archive web (Wayback);
Supprimer;Adulte;Certain;Fiche;https://meilleurtest.fr/fiche-you2toys-strap-on-duo-2/;;;À confirmer;Archive web (Wayback);
À décider;Lingerie / mode;—;Comparatif;https://meilleurtest.fr/comparatif-body-sexy/;37719;Les meilleurs bodies sexys;Oui (dans la liste des guides);Liste des guides;Mode, pas du contenu adulte pour Google
À décider;Lingerie / mode;—;Comparatif;https://meilleurtest.fr/comparatif-cache-teton/;39238;Les meilleurs cache tétons;Oui (dans la liste des guides);Liste des guides;Mode, pas du contenu adulte pour Google
À décider;À vérifier;—;Comparatif;https://meilleurtest.fr/comparatif-dns-gatuit-et-rapide/;39255;Les meilleurs DNS gatuits et rapides;Oui (dans la liste des guides);Liste des guides;"Garder si c'est un guide technique ; supprimer s'il explique comment contourner le blocage des sites pirates"
À décider;À vérifier;—;Comparatif;https://meilleurtest.fr/comparatif-huile-de-massage/;39312;Les meilleures huiles de massage;Oui (dans la liste des guides);Liste des guides;Bien-être (garder) ou massage érotique (supprimer) ? Relire la page
À décider;Lingerie / mode;—;Comparatif;https://meilleurtest.fr/comparatif-maillot-de-bain-sexy/;42338;Les meilleurs maillots de bain sexy;Oui (dans la liste des guides);Liste des guides;Mode, pas du contenu adulte pour Google
À décider;Lingerie / mode;—;Comparatif;https://meilleurtest.fr/comparatif-maillot-de-bain-string/;42369;Les meilleurs maillots de bain string;Oui (dans la liste des guides);Liste des guides;Mode, pas du contenu adulte pour Google
À décider;Lingerie / mode;—;Comparatif;https://meilleurtest.fr/comparatif-nuisette-sexy/;38014;Les meilleures nuisettes sexys;Oui (dans la liste des guides);Liste des guides;Mode, pas du contenu adulte pour Google
À décider;À vérifier;—;Comparatif;https://meilleurtest.fr/comparatif-plateforme-de-streaming/;;;À confirmer;Archive web (Wayback);Probablement l'ancienne URL de la version « légale » : vérifier qu'elle redirige
À décider;À vérifier;—;Comparatif;https://meilleurtest.fr/comparatif-service-streaming-de-musique/;;;À confirmer;Archive web (Wayback);Probablement l'ancienne URL de la version « légale » : vérifier qu'elle redirige
À décider;Lingerie / mode;—;Comparatif;https://meilleurtest.fr/comparatif-string/;38344;Les meilleurs strings;Oui (dans la liste des guides);Liste des guides;Mode, pas du contenu adulte pour Google
À décider;Lingerie / mode;—;Fiche;https://meilleurtest.fr/fiche-iclosam-soutien-gorge-dos-nu-invisible-sexy/;;;À confirmer;Archive web (Wayback);Mode, pas du contenu adulte pour Google
À décider;Lingerie / mode;—;Fiche;https://meilleurtest.fr/fiche-lot-de-strings-ficelles-sexys-pour-homme-summer-code/;;;À confirmer;Archive web (Wayback);Mode, pas du contenu adulte pour Google
À décider;Lingerie / mode;—;Fiche;https://meilleurtest.fr/fiche-so-sexy-terpan/;;;À confirmer;Archive web (Wayback);Mode, pas du contenu adulte pour Google
Garder (vérifié);Faux positif;—;Comparatif;https://meilleurtest.fr/comparatif-antivirus-gratuit/;38568;Les meilleurs antivirus gratuits;Oui (dans la liste des guides);Liste des guides;Logiciel légal
Garder (vérifié);Faux positif;—;Comparatif;https://meilleurtest.fr/comparatif-appareil-de-streaming/;39480;Les meilleurs appareils de streaming;Oui (dans la liste des guides);Liste des guides;Appareils légaux (Chromecast, Fire TV…)
Garder (vérifié);Faux positif;—;Comparatif;https://meilleurtest.fr/comparatif-appli-de-rencontre/;36669;Les meilleures applis de rencontre;Oui (dans la liste des guides);Liste des guides;Rencontre classique, pas adulte
